"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","CZ","Czechia",1.198738170,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","DE","Germany",0.939849620,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","EE","Estonia",1.538461530,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","EL","Greece",6.368330460,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","ES","Spain",1.575757570,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","FI","Finland",0.629921250,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","FR","France",0.761523040,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","HR","Croatia",2.857142850,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","HU","Hungary",2.000000000,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","IE","Ireland",2.185792340,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","IT","Italy",2.931596090,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","LU","Luxembourg",0.520833330,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","MT","Malta",2.702702700,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","NL","Netherlands",1.003009020,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","NO","Norway",0.178890870,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","PL","Poland",6.153846150,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","PT","Portugal",5.656108590,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","RO","Romania",17.857142850,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","SE","Sweden",0.326583930,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","SI","Slovenia",1.222493880,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","SK","Slovakia",1.869158870,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2002","UK","United Kingdom",2.055196710,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","AT","Austria",1.842374610,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","BE","Belgium",3.495440720,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","BG","Bulgaria",18.354430370,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","CY","Cyprus",-,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","CZ","Czechia",1.137009660,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","DE","Germany",0.606060600,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","EE","Estonia",1.030927830,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","EL","Greece",5.602240890,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","ES","Spain",4.226415090,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","FI","Finland",1.030169240,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","FR","France",0.970873780,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","HR","Croatia",4.385964910,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","HU","Hungary",0.951248510,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","IE","Ireland",2.180685350,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","IS","Iceland",1.010101010,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","IT","Italy",6.175514620,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","LU","Luxembourg",0.881057260,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","MT","Malta",2.197802190,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","NL","Netherlands",1.459459450,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","NO","Norway",0.254885300,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","PL","Poland",4.065040650,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","PT","Portugal",7.124681930,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","RO","Romania",18.750000000,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","SE","Sweden",0.424113900,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","SI","Slovenia",0.748129670,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","SK","Slovakia",0.418410040,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2003","UK","United Kingdom",3.270564910,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","AT","Austria",2.532327580,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","BE","Belgium",2.646502830,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","BG","Bulgaria",21.556886220,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","CY","Cyprus",8.695652170,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","CZ","Czechia",1.679389310,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","DE","Germany",1.896125300,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","EE","Estonia",3.614457830,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","EL","Greece",6.039076370,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","ES","Spain",6.531791900,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","FI","Finland",1.523140010,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","FR","France",0.951206620,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","HR","Croatia",2.616822420,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","HU","Hungary",3.225806450,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","IE","Ireland",1.926298150,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","IT","Italy",5.329153600,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","LU","Luxembourg",0.462962960,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","MT","Malta",4.395604390,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","NL","Netherlands",1.428571420,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","NO","Norway",0.660611060,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","PL","Poland",5.235602090,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","PT","Portugal",8.077994420,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","RO","Romania",22.916666660,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","SE","Sweden",0.729261620,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","SI","Slovenia",1.396160550,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","SK","Slovakia",7.142857140,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2004","UK","United Kingdom",3.203781510,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","AT","Austria",4.203323550,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","BE","Belgium",3.614457830,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","BG","Bulgaria",28.078817730,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","CY","Cyprus",16.000000000,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","CZ","Czechia",2.239140170,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","DE","Germany",1.671891320,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","DK","Denmark",1.149425280,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","EE","Estonia",1.290322580,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","EL","Greece",7.023705000,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","ES","Spain",7.741074400,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","FI","Finland",1.772679870,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","FR","France",1.388174800,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","HR","Croatia",0.784929350,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","HU","Hungary",3.746397690,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","IE","Ireland",3.561253560,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","IT","Italy",8.480268680,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","LU","Luxembourg",3.191489360,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","MT","Malta",1.176470580,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","NL","Netherlands",2.480211080,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","NO","Norway",0.828313250,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","PL","Poland",4.545454540,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","PT","Portugal",11.710037170,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","RO","Romania",16.666666660,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","SE","Sweden",1.281250000,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","SI","Slovenia",1.674277010,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","SK","Slovakia",8.247422680,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2005","UK","United Kingdom",6.289640590,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","AT","Austria",6.596519620,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","BE","Belgium",2.910216710,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","BG","Bulgaria",28.571428570,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","CY","Cyprus",15.555555550,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","CZ","Czechia",5.138888880,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","DE","Germany",4.245283010,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","DK","Denmark",2.446982050,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","EE","Estonia",0.469483560,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","EL","Greece",6.075139880,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","ES","Spain",7.138607970,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","FI","Finland",1.815269620,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","FR","France",1.965163010,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","HR","Croatia",1.415701410,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","HU","Hungary",4.964539000,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","IE","Ireland",3.503380450,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","IT","Italy",7.362637360,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","LT","Lithuania",4.678362570,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","LU","Luxembourg",1.796407180,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","LV","Latvia",6.451612900,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","MT","Malta",4.255319140,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","NL","Netherlands",3.284258210,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","NO","Norway",1.398601390,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","PL","Poland",4.368932030,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","PT","Portugal",9.849086570,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","RO","Romania",41.025641020,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","SE","Sweden",1.525854760,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","SI","Slovenia",1.673640160,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2006","UK","United Kingdom",7.674943560,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","AT","Austria",8.871287120,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","BE","Belgium",3.928325290,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","BG","Bulgaria",22.834645660,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","CY","Cyprus",18.348623850,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","CZ","Czechia",7.395097630,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","DE","Germany",7.700205330,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","DK","Denmark",3.246013660,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","EE","Estonia",1.382488470,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","EL","Greece",7.629870120,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","ES","Spain",7.448840380,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","FI","Finland",1.540041060,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","FR","France",2.487244890,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","HR","Croatia",2.674418600,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","HU","Hungary",5.410122160,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","IE","Ireland",5.402298850,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","IS","Iceland",1.904761900,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","IT","Italy",11.452810180,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","LT","Lithuania",6.808510630,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","LU","Luxembourg",4.044117640,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","LV","Latvia",14.473684210,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","MT","Malta",12.820512820,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","NL","Netherlands",4.281225450,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","NO","Norway",2.159953290,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","PL","Poland",2.343750000,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","PT","Portugal",9.703703700,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","RO","Romania",27.419354830,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","SE","Sweden",2.268481450,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","SI","Slovenia",4.230317270,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2007","UK","United Kingdom",9.409190370,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","AT","Austria",7.412398920,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","BE","Belgium",4.187366920,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","BG","Bulgaria",29.251700680,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","CY","Cyprus",19.327731090,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","CZ","Czechia",9.861212560,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","DE","Germany",4.835709850,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","DK","Denmark",4.057854560,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","EE","Estonia",4.580152670,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","EL","Greece",9.931506840,""
"Antimicrobial resistance","Escherichia coli|Third-generation cephalosporins","R - resistant isolates, percentage  ","%","2008","ES","Spain",9.018201870,""
